Date,Product,Category,Region,Sales Channel,Customer Segment,Quantity Sold,Unit Price,Total Sales
2023-06-21,Smartphone,Mobile,Asia,Direct Sales,Consumer,28,98.17,2748.76
2022-10-28,Smartwatch,Electronics,North America,Direct Sales,Home Office,84,1208.63,101524.92000000001
2022-08-31,Desktop,Accessories,North America,Online,Home Office,38,1933.05,73455.9
2022-05-02,Laptop,Accessories,Asia,Online,Corporate,44,2162.51,95150.44
2022-05-27,Tablet,Wearables,Europe,Retail Store,Small Business,53,2060.05,109182.65000000001
2023-07-21,Laptop,Computers,North America,Retail Store,Enterprise,80,1070.32,85625.59999999999
2024-01-20,Tablet,Accessories,Asia,Retail Store,Consumer,4,1839.54,7358.16
2022-12-22,Desktop,Wearables,South America,Retail Store,Home Office,72,755.33,54383.76
2023-11-16,Tablet,Mobile,Africa,Marketplace,Corporate,44,186.13,8189.719999999999
2024-06-22,Smartwatch,Mobile,North America,Online,Enterprise,46,1706.13,78481.98000000001
2024-01-03,Tablet,Mobile,South America,Online,Small Business,84,1639.55,137722.19999999998
2023-09-23,Smartwatch,Electronics,North America,Retail Store,Enterprise,26,2013.99,52363.74
2022-11-05,Desktop,Computers,Europe,Wholesale,Home Office,96,1559.46,149708.16
2023-11-26,Desktop,Wearables,Asia,Retail Store,Consumer,13,434.38,5646.94
2022-10-15,Laptop,Computers,North America,Direct Sales,Small Business,69,2140.25,147677.25
2022-11-03,Smartwatch,Electronics,Asia,Wholesale,Consumer,44,1586.77,69817.88
2024-03-22,Smartwatch,Wearables,Oceania,Direct Sales,Enterprise,53,2028.64,107517.92
2023-08-17,Smartphone,Wearables,North America,Wholesale,Enterprise,51,1946.56,99274.56
2024-08-23,Smartphone,Accessories,Europe,Direct Sales,Corporate,13,779.77,10137.01
2024-07-02,Smartphone,Computers,Europe,Retail Store,Small Business,41,232.65,9538.65
2023-12-24,Tablet,Computers,South America,Retail Store,Enterprise,11,482.44,5306.84
2023-10-24,Smartphone,Accessories,Europe,Wholesale,Home Office,37,277.51,10267.869999999999
2023-07-03,Smartwatch,Mobile,Asia,Direct Sales,Home Office,60,646.36,38781.6
2022-12-18,Tablet,Electronics,Oceania,Marketplace,Consumer,32,1175.85,37627.2
2022-11-08,Desktop,Computers,Europe,Wholesale,Home Office,45,2271.69,102226.05
2024-05-22,Laptop,Accessories,North America,Wholesale,Enterprise,18,2186.45,39356.1
2022-02-28,Smartphone,Wearables,Europe,Online,Home Office,93,1810.57,168383.00999999998
2023-10-05,Desktop,Accessories,Oceania,Wholesale,Small Business,79,109.08,8617.32
2024-07-12,Smartwatch,Mobile,Asia,Marketplace,Consumer,20,886.4,17728.0
2023-12-15,Laptop,Electronics,North America,Retail Store,Small Business,44,1721.75,75757.0
2024-01-25,Desktop,Mobile,South America,Direct Sales,Enterprise,36,366.12,13180.32
2022-02-04,Laptop,Wearables,South America,Online,Enterprise,69,2012.67,138874.23
2023-03-21,Smartphone,Wearables,South America,Direct Sales,Home Office,37,2290.71,84756.27
2022-04-03,Smartwatch,Wearables,North America,Retail Store,Corporate,33,917.56,30279.48
2024-08-07,Laptop,Wearables,South America,Wholesale,Corporate,82,1779.32,145904.24
2024-08-16,Desktop,Accessories,Europe,Marketplace,Enterprise,19,413.1,7848.900000000001
2022-07-26,Smartphone,Wearables,North America,Online,Enterprise,51,1742.5,88867.5
2022-12-19,Smartphone,Wearables,North America,Marketplace,Consumer,32,102.57,3282.24
2024-06-21,Desktop,Accessories,North America,Marketplace,Enterprise,22,419.39,9226.58
2022-11-28,Desktop,Wearables,Africa,Marketplace,Enterprise,1,1789.21,1789.21
2024-03-27,Laptop,Mobile,Asia,Marketplace,Consumer,54,1794.03,96877.62
2024-05-11,Tablet,Mobile,Africa,Retail Store,Small Business,89,1620.85,144255.65
2023-12-26,Smartphone,Computers,Africa,Marketplace,Small Business,20,1219.54,24390.8
2022-06-08,Laptop,Mobile,Africa,Marketplace,Consumer,58,1703.52,98804.16
2024-08-11,Desktop,Electronics,Asia,Retail Store,Consumer,35,1945.81,68103.34999999999
2024-08-14,Laptop,Electronics,Africa,Direct Sales,Small Business,70,2417.88,169251.6
2022-01-24,Desktop,Electronics,South America,Retail Store,Small Business,70,2227.17,155901.9
2023-02-08,Smartwatch,Accessories,North America,Wholesale,Small Business,61,1996.61,121793.20999999999
2024-03-15,Desktop,Mobile,North America,Retail Store,Small Business,63,1752.16,110386.08
2023-05-31,Desktop,Electronics,Europe,Direct Sales,Home Office,61,1456.68,88857.48000000001
2024-01-02,Desktop,Computers,Oceania,Wholesale,Consumer,57,345.49,19692.93
2022-12-30,Tablet,Accessories,South America,Wholesale,Corporate,3,455.61,1366.83
2023-01-17,Desktop,Computers,Asia,Online,Home Office,95,2059.68,195669.59999999998
2023-06-16,Smartphone,Mobile,Oceania,Marketplace,Corporate,99,2018.12,199793.87999999998
2024-08-13,Smartphone,Wearables,North America,Wholesale,Corporate,45,1555.42,69993.90000000001
2022-06-01,Laptop,Computers,Africa,Wholesale,Enterprise,15,1125.16,16877.4
2023-07-16,Tablet,Wearables,Europe,Direct Sales,Consumer,17,113.78,1934.26
2023-11-20,Laptop,Accessories,Europe,Wholesale,Home Office,15,851.58,12773.7
2024-08-04,Smartphone,Computers,North America,Direct Sales,Consumer,5,1080.57,5402.849999999999
2023-08-31,Smartphone,Computers,South America,Marketplace,Small Business,86,1240.25,106661.5
2023-09-09,Smartwatch,Accessories,Oceania,Online,Consumer,46,2326.85,107035.09999999999
2023-02-24,Desktop,Accessories,Europe,Online,Corporate,11,316.34,3479.74
2022-09-07,Smartphone,Electronics,North America,Marketplace,Small Business,64,1321.22,84558.08
2022-04-27,Laptop,Mobile,South America,Marketplace,Consumer,92,951.41,87529.72
2024-05-15,Laptop,Computers,North America,Retail Store,Consumer,14,2475.74,34660.36
2023-05-27,Desktop,Computers,North America,Wholesale,Corporate,39,2161.57,84301.23000000001
2024-01-10,Desktop,Accessories,South America,Wholesale,Small Business,67,1125.03,75377.01
2023-08-01,Smartwatch,Accessories,South America,Wholesale,Corporate,55,2499.25,137458.75
2022-12-01,Tablet,Mobile,South America,Direct Sales,Consumer,42,1309.45,54996.9
2023-02-22,Laptop,Accessories,North America,Retail Store,Home Office,75,459.44,34458.0
2024-07-20,Desktop,Wearables,Europe,Wholesale,Home Office,94,1411.89,132717.66
2024-02-13,Laptop,Wearables,Asia,Direct Sales,Enterprise,5,604.2,3021.0
2022-10-22,Desktop,Wearables,Asia,Direct Sales,Home Office,52,1608.97,83666.44
2024-07-26,Smartphone,Wearables,North America,Online,Small Business,22,2346.73,51628.06
2024-01-25,Laptop,Mobile,North America,Direct Sales,Enterprise,77,1976.19,152166.63
2023-01-06,Smartphone,Computers,Europe,Marketplace,Small Business,44,719.25,31647.0
2022-07-05,Laptop,Wearables,South America,Direct Sales,Home Office,85,777.3,66070.5
2022-09-03,Tablet,Accessories,North America,Marketplace,Home Office,59,219.76,12965.84
2023-09-29,Smartwatch,Wearables,Africa,Marketplace,Consumer,25,750.38,18759.5
2022-09-25,Smartphone,Mobile,South America,Online,Small Business,21,276.93,5815.53
2023-10-05,Desktop,Accessories,North America,Online,Corporate,92,1273.65,117175.8
2022-08-25,Tablet,Wearables,Africa,Direct Sales,Consumer,64,1785.45,114268.8
2023-06-14,Laptop,Computers,Oceania,Online,Small Business,68,1890.39,128546.52
2023-07-06,Smartphone,Accessories,Europe,Online,Enterprise,93,195.85,18214.05
2022-01-21,Laptop,Accessories,Africa,Wholesale,Small Business,47,882.89,41495.83
2024-06-29,Laptop,Computers,North America,Direct Sales,Enterprise,35,756.02,26460.7
2024-01-07,Laptop,Accessories,Asia,Direct Sales,Enterprise,87,305.54,26581.980000000003
2024-05-16,Smartwatch,Wearables,North America,Direct Sales,Home Office,7,938.05,6566.349999999999
2024-03-04,Smartwatch,Accessories,Asia,Online,Corporate,56,783.33,43866.48
2023-06-04,Desktop,Wearables,Europe,Online,Small Business,52,1604.52,83435.04
2022-04-10,Smartphone,Computers,Europe,Marketplace,Corporate,46,2214.09,101848.14000000001
2024-01-22,Tablet,Electronics,South America,Retail Store,Enterprise,9,1164.36,10479.24
2023-04-23,Tablet,Computers,South America,Retail Store,Home Office,58,1879.33,109001.14
2023-08-22,Tablet,Wearables,Asia,Retail Store,Corporate,23,407.73,9377.79
2022-10-25,Laptop,Mobile,Asia,Wholesale,Consumer,3,2242.67,6728.01
2024-07-28,Smartwatch,Computers,Europe,Online,Enterprise,61,423.86,25855.46
2023-06-10,Smartphone,Mobile,Africa,Marketplace,Consumer,9,520.65,4685.849999999999
2022-11-30,Laptop,Mobile,Asia,Marketplace,Corporate,53,310.84,16474.52
2022-01-02,Smartwatch,Wearables,Asia,Retail Store,Corporate,68,808.71,54992.28
2023-01-10,Smartwatch,Wearables,Africa,Wholesale,Corporate,49,1403.41,68767.09000000001
2022-10-20,Smartphone,Electronics,South America,Wholesale,Small Business,89,2470.59,219882.51
2024-04-16,Smartphone,Accessories,South America,Retail Store,Enterprise,70,1993.75,139562.5
2024-07-22,Smartphone,Computers,Asia,Retail Store,Enterprise,48,982.07,47139.36
2023-07-07,Laptop,Wearables,South America,Online,Enterprise,82,1460.82,119787.23999999999
2022-11-14,Desktop,Computers,South America,Wholesale,Small Business,7,1577.1,11039.699999999999
2023-05-17,Smartphone,Mobile,Oceania,Marketplace,Corporate,99,2065.68,204502.31999999998
2024-04-07,Desktop,Accessories,South America,Retail Store,Corporate,31,1854.31,57483.61
2023-01-16,Laptop,Electronics,Europe,Online,Consumer,56,1444.76,80906.56
2023-09-15,Desktop,Computers,North America,Marketplace,Small Business,96,1689.5,162192.0
2022-01-14,Tablet,Accessories,Asia,Wholesale,Home Office,99,1877.5,185872.5
2023-05-19,Desktop,Electronics,Asia,Retail Store,Small Business,61,376.2,22948.2
2022-08-19,Smartphone,Computers,Europe,Retail Store,Consumer,92,541.12,49783.04
2022-03-25,Laptop,Accessories,North America,Online,Consumer,5,1737.03,8685.15
2022-05-10,Smartphone,Wearables,North America,Online,Consumer,30,2133.54,64006.2
2024-01-13,Tablet,Computers,Europe,Wholesale,Corporate,22,1052.69,23159.18
2024-04-17,Smartphone,Accessories,Africa,Retail Store,Home Office,17,2450.73,41662.41
2022-05-25,Smartphone,Electronics,Africa,Online,Consumer,10,579.38,5793.8
2024-06-09,Smartphone,Accessories,North America,Retail Store,Enterprise,71,1070.91,76034.61
2024-05-06,Smartwatch,Wearables,Africa,Wholesale,Corporate,68,977.38,66461.84
2022-01-28,Tablet,Computers,Africa,Retail Store,Home Office,42,2329.23,97827.66
2022-03-07,Smartphone,Computers,Africa,Marketplace,Enterprise,27,749.18,20227.859999999997
2022-06-12,Smartphone,Computers,North America,Retail Store,Home Office,7,1203.44,8424.08
2022-08-17,Smartphone,Wearables,Africa,Direct Sales,Home Office,23,508.72,11700.560000000001
2022-09-18,Laptop,Electronics,Asia,Direct Sales,Enterprise,75,1327.1,99532.5
2023-03-25,Smartwatch,Computers,Oceania,Wholesale,Small Business,8,2150.64,17205.12
2023-02-28,Laptop,Electronics,North America,Wholesale,Home Office,8,794.9,6359.2
2023-04-05,Smartwatch,Accessories,Europe,Wholesale,Small Business,5,2036.44,10182.2
2024-08-09,Smartphone,Electronics,Africa,Marketplace,Home Office,71,2282.71,162072.41
2023-11-07,Tablet,Electronics,South America,Marketplace,Enterprise,86,228.75,19672.5
2022-10-28,Desktop,Computers,North America,Retail Store,Home Office,2,1903.24,3806.48
2024-07-07,Desktop,Mobile,Europe,Online,Consumer,88,675.59,59451.920000000006
2022-10-30,Smartphone,Mobile,Oceania,Direct Sales,Consumer,51,479.55,24457.05
2022-10-14,Laptop,Wearables,Asia,Direct Sales,Home Office,66,1522.75,100501.5
2023-01-30,Tablet,Wearables,Europe,Direct Sales,Enterprise,12,1778.73,21344.760000000002
2022-01-10,Smartwatch,Mobile,Africa,Retail Store,Enterprise,47,1017.16,47806.52
2023-12-08,Smartphone,Accessories,South America,Retail Store,Corporate,55,145.98,8028.9
2023-09-22,Tablet,Computers,Africa,Wholesale,Enterprise,26,2276.33,59184.58
2022-09-27,Tablet,Computers,Europe,Online,Small Business,45,1840.33,82814.84999999999
2023-08-15,Smartwatch,Accessories,North America,Wholesale,Home Office,62,715.58,44365.96
2024-08-27,Tablet,Accessories,South America,Retail Store,Consumer,70,1267.32,88712.4
2023-08-28,Laptop,Mobile,South America,Marketplace,Enterprise,87,118.09,10273.83
2024-02-17,Laptop,Wearables,Europe,Wholesale,Consumer,2,881.24,1762.48
2024-04-23,Laptop,Accessories,Oceania,Retail Store,Corporate,26,1330.21,34585.46
2024-05-11,Tablet,Wearables,Oceania,Retail Store,Home Office,14,1317.2,18440.8
2022-12-27,Laptop,Electronics,Africa,Marketplace,Enterprise,82,560.05,45924.1
2022-09-14,Smartwatch,Computers,Europe,Marketplace,Consumer,57,1953.03,111322.70999999999
2022-05-13,Tablet,Mobile,South America,Marketplace,Enterprise,32,782.21,25030.72
2022-10-03,Desktop,Computers,Europe,Online,Corporate,62,1472.0,91264.0
2024-02-15,Tablet,Mobile,South America,Retail Store,Consumer,78,715.23,55787.94
2023-11-14,Smartwatch,Electronics,Africa,Marketplace,Consumer,30,1091.66,32749.800000000003
2024-08-29,Desktop,Computers,North America,Online,Home Office,13,558.41,7259.33
2023-05-28,Tablet,Electronics,North America,Direct Sales,Home Office,40,1600.87,64034.799999999996
2022-11-09,Laptop,Mobile,Europe,Direct Sales,Consumer,31,1092.68,33873.08
2023-07-30,Smartphone,Accessories,South America,Direct Sales,Home Office,37,89.49,3311.1299999999997
2024-06-04,Smartphone,Computers,North America,Retail Store,Consumer,45,119.0,5355.0
2022-10-11,Laptop,Electronics,South America,Online,Small Business,86,1204.28,103568.08
2022-05-01,Smartphone,Computers,Africa,Online,Enterprise,59,498.9,29435.1
2022-04-17,Smartphone,Computers,Europe,Direct Sales,Small Business,28,1483.35,41533.799999999996
2024-07-21,Laptop,Computers,South America,Wholesale,Small Business,61,1050.07,64054.27
2023-11-18,Laptop,Wearables,Europe,Direct Sales,Enterprise,19,1653.33,31413.269999999997
2022-07-23,Tablet,Electronics,South America,Retail Store,Consumer,43,2383.37,102484.90999999999
2022-06-14,Tablet,Electronics,Oceania,Direct Sales,Consumer,59,1345.4,79378.6
2022-11-01,Laptop,Computers,Oceania,Direct Sales,Home Office,16,1979.08,31665.28
2023-05-12,Smartwatch,Accessories,South America,Online,Corporate,69,1894.95,130751.55
2023-09-24,Smartphone,Computers,Africa,Direct Sales,Consumer,44,2308.39,101569.15999999999
2023-07-10,Tablet,Wearables,Europe,Marketplace,Enterprise,66,574.34,37906.44
2024-04-03,Smartphone,Mobile,Asia,Marketplace,Corporate,10,2076.95,20769.5
2022-06-05,Desktop,Wearables,South America,Wholesale,Enterprise,47,2268.52,106620.44
2023-01-02,Laptop,Accessories,South America,Retail Store,Enterprise,19,1012.27,19233.13
2023-12-20,Smartwatch,Computers,Oceania,Retail Store,Enterprise,84,818.85,68783.40000000001
2024-06-20,Desktop,Electronics,North America,Online,Corporate,93,2382.49,221571.56999999998
2023-09-12,Desktop,Computers,Oceania,Retail Store,Small Business,89,1587.7,141305.30000000002
2022-09-08,Desktop,Accessories,Europe,Wholesale,Enterprise,81,982.66,79595.45999999999
2024-08-14,Laptop,Electronics,Oceania,Marketplace,Home Office,51,1989.98,101488.98
2024-07-04,Tablet,Wearables,Asia,Online,Consumer,13,795.96,10347.48
2024-05-31,Laptop,Mobile,Africa,Marketplace,Consumer,63,482.2,30378.6
2022-11-30,Tablet,Mobile,Asia,Wholesale,Consumer,16,1382.73,22123.68
2023-10-04,Desktop,Computers,Africa,Online,Corporate,53,1437.22,76172.66
2024-08-26,Desktop,Wearables,Asia,Direct Sales,Home Office,35,2073.08,72557.8
2023-05-26,Smartwatch,Accessories,Oceania,Retail Store,Home Office,59,1169.72,69013.48
2022-10-20,Tablet,Mobile,Asia,Wholesale,Home Office,39,2045.74,79783.86
2022-01-20,Desktop,Wearables,Oceania,Online,Home Office,67,812.74,54453.58
2022-10-09,Smartphone,Computers,Oceania,Marketplace,Home Office,73,1459.65,106554.45000000001
2024-03-07,Smartwatch,Electronics,Europe,Online,Small Business,61,560.76,34206.36
2022-01-01,Laptop,Computers,Oceania,Direct Sales,Home Office,50,994.34,49717.0
2022-04-29,Smartwatch,Computers,North America,Wholesale,Home Office,53,2150.97,114001.40999999999
2022-02-04,Smartphone,Wearables,Asia,Online,Corporate,46,579.17,26641.82
2022-07-17,Tablet,Mobile,South America,Wholesale,Corporate,52,2035.09,105824.68
2023-04-30,Laptop,Wearables,South America,Wholesale,Home Office,29,743.04,21548.16
2024-01-27,Laptop,Electronics,South America,Marketplace,Small Business,5,134.5,672.5
2022-02-28,Tablet,Wearables,North America,Retail Store,Home Office,67,319.34,21395.78
2024-04-16,Smartwatch,Accessories,Oceania,Direct Sales,Home Office,74,1877.4,138927.6
2022-06-10,Desktop,Computers,Asia,Online,Home Office,95,692.07,65746.65000000001
2023-11-22,Smartwatch,Mobile,Africa,Retail Store,Enterprise,75,1652.66,123949.5
2022-07-25,Smartphone,Electronics,Africa,Marketplace,Small Business,81,1763.04,142806.24
2022-01-12,Desktop,Computers,Europe,Retail Store,Consumer,40,895.54,35821.6
2023-05-05,Smartwatch,Wearables,North America,Wholesale,Home Office,72,1213.55,87375.59999999999
2022-10-03,Tablet,Accessories,Asia,Wholesale,Consumer,2,1039.23,2078.46
2023-11-24,Smartphone,Wearables,Oceania,Direct Sales,Small Business,68,2371.01,161228.68000000002
2022-08-30,Smartphone,Computers,South America,Online,Home Office,62,833.87,51699.94
2022-08-04,Smartphone,Electronics,North America,Online,Consumer,80,499.14,39931.2
2022-09-08,Desktop,Mobile,North America,Marketplace,Consumer,58,945.7,54850.600000000006
2024-03-21,Laptop,Computers,Asia,Direct Sales,Small Business,85,1690.31,143676.35
2022-05-06,Desktop,Electronics,Oceania,Online,Home Office,69,1758.54,121339.26
2022-08-05,Smartwatch,Computers,Europe,Wholesale,Enterprise,58,2313.94,134208.52
2022-11-02,Laptop,Accessories,Oceania,Direct Sales,Small Business,35,2210.3,77360.5
2024-03-07,Smartwatch,Wearables,Europe,Retail Store,Enterprise,14,756.39,10589.46
2022-07-04,Laptop,Mobile,Europe,Direct Sales,Home Office,15,1165.15,17477.25
2022-02-08,Desktop,Electronics,South America,Direct Sales,Consumer,6,1880.81,11284.86
2022-08-11,Smartphone,Mobile,South America,Online,Small Business,16,2295.52,36728.32
2022-07-03,Tablet,Mobile,Asia,Marketplace,Small Business,87,876.05,76216.34999999999
2023-05-10,Smartphone,Mobile,Oceania,Marketplace,Small Business,95,1138.88,108193.6
2023-03-03,Desktop,Electronics,Europe,Online,Corporate,46,2253.72,103671.12
2022-06-27,Laptop,Electronics,Asia,Online,Home Office,63,928.29,58482.27
2024-07-07,Smartphone,Mobile,Europe,Online,Corporate,12,1227.26,14727.119999999999
2023-03-04,Desktop,Wearables,North America,Marketplace,Small Business,41,2266.04,92907.64
2022-10-21,Smartwatch,Computers,Africa,Online,Small Business,19,2015.5,38294.5
2024-05-01,Tablet,Mobile,Africa,Retail Store,Enterprise,76,646.41,49127.159999999996
2022-05-31,Smartphone,Accessories,Europe,Retail Store,Corporate,77,845.75,65122.75
2023-01-19,Laptop,Mobile,Asia,Wholesale,Consumer,2,914.75,1829.5
2023-09-30,Smartwatch,Electronics,South America,Retail Store,Home Office,20,2286.21,45724.2
2024-03-23,Desktop,Computers,Oceania,Direct Sales,Consumer,95,2497.39,237252.05
2022-11-04,Tablet,Accessories,Europe,Wholesale,Consumer,9,1946.31,17516.79
2022-12-02,Laptop,Computers,Europe,Retail Store,Home Office,21,1236.6,25968.6
2024-08-03,Desktop,Computers,Oceania,Direct Sales,Small Business,8,74.93,599.44
2024-01-16,Desktop,Accessories,South America,Retail Store,Enterprise,39,1758.85,68595.15
2024-06-10,Smartphone,Mobile,Europe,Direct Sales,Small Business,37,1003.93,37145.409999999996
2023-01-10,Smartphone,Mobile,North America,Online,Small Business,29,1600.82,46423.78
2022-01-08,Laptop,Mobile,South America,Direct Sales,Corporate,83,1536.4,127521.20000000001
2022-12-07,Desktop,Wearables,North America,Online,Consumer,35,1228.04,42981.4
2022-05-09,Smartphone,Mobile,Africa,Direct Sales,Consumer,38,2363.75,89822.5
2024-02-15,Tablet,Accessories,Oceania,Direct Sales,Consumer,90,106.71,9603.9
2023-10-31,Tablet,Wearables,South America,Retail Store,Enterprise,75,1794.72,134604.0
2022-12-18,Desktop,Mobile,South America,Direct Sales,Enterprise,35,1054.11,36893.85
2022-12-24,Smartphone,Wearables,Asia,Retail Store,Enterprise,68,1798.79,122317.72
2023-06-01,Laptop,Accessories,Asia,Direct Sales,Home Office,3,1704.29,5112.87
2023-05-10,Laptop,Mobile,Oceania,Marketplace,Enterprise,12,75.08,900.96
2022-03-27,Laptop,Electronics,South America,Wholesale,Corporate,32,749.08,23970.56
2022-06-24,Tablet,Accessories,Africa,Retail Store,Corporate,47,513.27,24123.69
2024-03-12,Smartphone,Computers,Europe,Retail Store,Small Business,63,459.12,28924.56
2022-07-12,Smartphone,Computers,Oceania,Online,Small Business,26,1834.77,47704.02
2022-11-07,Tablet,Accessories,Oceania,Marketplace,Small Business,43,636.9,27386.7
2022-04-29,Laptop,Computers,Asia,Online,Small Business,77,1213.11,93409.46999999999
2022-08-06,Laptop,Accessories,Africa,Marketplace,Corporate,44,655.12,28825.28
2023-03-03,Desktop,Electronics,Oceania,Marketplace,Small Business,38,1471.57,55919.659999999996
2024-08-27,Smartwatch,Accessories,Africa,Direct Sales,Corporate,29,1815.41,52646.89
2023-02-18,Smartphone,Mobile,Oceania,Online,Enterprise,55,861.13,47362.15
2022-04-24,Smartphone,Mobile,Asia,Wholesale,Enterprise,52,1527.4,79424.8
2022-05-25,Smartphone,Wearables,Europe,Marketplace,Home Office,19,2070.89,39346.909999999996
2023-06-22,Smartwatch,Computers,Asia,Marketplace,Small Business,35,280.85,9829.75
2023-10-10,Desktop,Computers,Oceania,Retail Store,Enterprise,48,1791.14,85974.72
2022-10-30,Smartwatch,Accessories,Africa,Direct Sales,Enterprise,91,841.71,76595.61
2024-01-14,Laptop,Computers,North America,Wholesale,Consumer,60,350.49,21029.4
2024-05-30,Laptop,Mobile,Asia,Marketplace,Consumer,31,1386.85,42992.35
2023-08-11,Smartphone,Electronics,Africa,Retail Store,Corporate,3,604.34,1813.02
2024-04-19,Tablet,Accessories,Asia,Online,Home Office,35,2062.34,72181.90000000001
2022-12-11,Smartphone,Computers,Oceania,Marketplace,Consumer,88,155.09,13647.92
2024-03-24,Tablet,Mobile,Africa,Retail Store,Home Office,52,291.7,15168.4
2024-08-21,Smartwatch,Wearables,Europe,Online,Enterprise,71,1326.44,94177.24
2024-03-11,Laptop,Computers,Africa,Direct Sales,Corporate,51,1492.91,76138.41
2022-01-01,Tablet,Electronics,South America,Online,Home Office,56,1838.22,102940.32
2022-05-27,Smartwatch,Electronics,North America,Marketplace,Consumer,99,685.19,67833.81000000001
2022-10-14,Laptop,Computers,Oceania,Wholesale,Enterprise,21,2112.31,44358.51
2023-10-16,Tablet,Computers,Africa,Online,Small Business,1,2385.2,2385.2
2022-02-22,Smartphone,Mobile,Oceania,Wholesale,Enterprise,53,1272.65,67450.45000000001
2022-10-31,Smartphone,Computers,Asia,Wholesale,Consumer,6,1913.3,11479.8
2022-03-10,Smartphone,Wearables,Asia,Online,Consumer,98,1335.88,130916.24
2022-12-27,Smartwatch,Mobile,Africa,Direct Sales,Small Business,82,220.19,18055.579999999998
2023-08-25,Smartphone,Accessories,South America,Online,Enterprise,62,848.97,52636.14
2024-08-15,Desktop,Wearables,Africa,Retail Store,Home Office,89,264.34,23526.26
2022-08-08,Laptop,Mobile,Europe,Wholesale,Home Office,79,2472.75,195347.25
2024-08-19,Smartwatch,Mobile,South America,Marketplace,Enterprise,47,611.11,28722.170000000002
2023-12-05,Smartphone,Electronics,Oceania,Wholesale,Home Office,96,1607.96,154364.16
2024-08-23,Laptop,Mobile,Africa,Marketplace,Enterprise,50,746.65,37332.5
2023-07-29,Tablet,Wearables,Oceania,Retail Store,Enterprise,82,1650.45,135336.9
2023-08-08,Smartphone,Computers,North America,Retail Store,Consumer,31,565.48,17529.88
2022-06-10,Laptop,Wearables,South America,Retail Store,Corporate,64,1973.91,126330.24
2023-11-12,Desktop,Accessories,Africa,Online,Consumer,29,321.49,9323.210000000001
2022-03-30,Tablet,Mobile,North America,Wholesale,Home Office,15,2243.12,33646.799999999996
2023-11-19,Desktop,Mobile,Africa,Marketplace,Corporate,58,2109.03,122323.74
2024-02-20,Laptop,Mobile,Europe,Retail Store,Enterprise,23,1713.08,39400.84
2023-08-08,Desktop,Mobile,Asia,Retail Store,Home Office,38,215.17,8176.459999999999
2024-01-27,Laptop,Electronics,Oceania,Marketplace,Small Business,41,560.99,23000.59
2023-08-12,Laptop,Electronics,Africa,Wholesale,Home Office,75,2155.44,161658.0
2022-06-08,Desktop,Computers,South America,Wholesale,Corporate,15,348.84,5232.599999999999
2023-05-04,Laptop,Mobile,Africa,Marketplace,Corporate,87,432.03,37586.61
2024-08-28,Smartphone,Accessories,Africa,Direct Sales,Enterprise,3,1382.81,4148.43
2022-11-20,Laptop,Computers,Africa,Wholesale,Small Business,83,721.73,59903.590000000004
2023-09-02,Smartwatch,Mobile,Africa,Marketplace,Enterprise,1,594.09,594.09
2023-01-16,Laptop,Electronics,South America,Marketplace,Small Business,88,1460.74,128545.12
2022-04-12,Smartwatch,Accessories,South America,Retail Store,Small Business,75,962.81,72210.75
2023-05-09,Laptop,Computers,Africa,Marketplace,Enterprise,94,394.37,37070.78
2023-10-06,Laptop,Accessories,Asia,Online,Home Office,11,1360.39,14964.29
2023-09-06,Desktop,Mobile,Africa,Retail Store,Consumer,60,998.18,59890.799999999996
2022-01-19,Smartphone,Wearables,Oceania,Retail Store,Small Business,65,1849.57,120222.05
2023-03-30,Smartphone,Accessories,Oceania,Wholesale,Corporate,76,301.75,22933.0
2023-04-27,Tablet,Accessories,South America,Direct Sales,Enterprise,4,1570.5,6282.0
2023-08-17,Desktop,Electronics,Oceania,Wholesale,Home Office,25,1119.41,27985.250000000004
2023-02-01,Desktop,Mobile,Oceania,Online,Small Business,72,1044.85,75229.2
2022-10-06,Smartphone,Accessories,Europe,Retail Store,Home Office,79,619.1,48908.9
2024-04-30,Desktop,Mobile,Africa,Retail Store,Enterprise,43,124.54,5355.22
2022-12-31,Smartphone,Electronics,Africa,Marketplace,Corporate,94,2126.84,199922.96000000002
2022-11-27,Desktop,Mobile,Africa,Direct Sales,Small Business,40,849.7,33988.0
2023-10-03,Laptop,Electronics,Africa,Direct Sales,Small Business,96,1718.67,164992.32
2022-12-10,Smartphone,Electronics,North America,Marketplace,Home Office,99,2371.59,234787.41
2024-04-01,Smartphone,Computers,Africa,Online,Enterprise,85,1434.23,121909.55
2023-03-31,Smartwatch,Mobile,South America,Direct Sales,Consumer,95,1023.01,97185.95
2023-08-24,Desktop,Wearables,South America,Retail Store,Small Business,91,707.27,64361.57
2023-12-26,Desktop,Computers,North America,Online,Corporate,44,2338.41,102890.04
2023-10-17,Smartphone,Electronics,Africa,Wholesale,Small Business,72,1721.09,123918.48
2022-03-06,Laptop,Wearables,Asia,Wholesale,Small Business,59,1679.94,99116.46
2022-03-17,Laptop,Accessories,Africa,Online,Consumer,23,1094.09,25164.07
2023-12-12,Laptop,Accessories,South America,Retail Store,Consumer,62,2120.37,131462.94
2022-05-23,Desktop,Computers,Europe,Wholesale,Enterprise,23,1798.5,41365.5
2024-07-05,Smartwatch,Wearables,Oceania,Retail Store,Small Business,58,743.8,43140.399999999994
